trajectory_id,start_time,end_time,rpm_average,rpm_medium,rpm_max,rpm_std,speed_average,speed_medium,speed_max,speed_std,labels
2.01E+13,2008-06-18T09:53:17.000000000,2008-06-18T10:01:31.000000000,1.384173217,1.307180034,7.174272439,0.882562616,0.016952466,0.020386721,2.08262192,0.361381706,steering_angle
2.01E+13,2008-06-19T11:57:02.000000000,2008-06-19T12:01:50.000000000,3.217921069,2.19409029,12.54106837,2.793891792,-0.03803496,-0.022307452,2.400153031,0.712167955,lane_change
2.01E+13,2008-06-19T23:47:07.000000000,2008-06-20T01:10:51.000000000,1.509991009,1.052240147,29.80859445,1.957342271,0.002243258,0.001582947,3.059844006,0.365482042,lane_change
2.01E+13,2008-06-20T02:45:28.000000000,2008-06-20T03:12:05.000000000,2.872430429,2.220616907,13.68805821,2.479465325,-0.016254583,0.002861017,2.864375421,0.596120962,steering_angle
2.01E+13,2008-06-20T04:21:40.000000000,2008-06-20T05:05:47.000000000,6.190253391,6.050348114,24.49359809,4.017136273,-0.03947922,0.01661501,7.599066248,0.810596101,steering_angle
2.01E+13,2008-06-20T05:40:31.000000000,2008-06-20T05:53:11.000000000,3.195705388,1.610513659,14.5073178,3.694764051,-0.01312451,0.014455497,1.795604064,0.491987267,lane_change
2.01E+13,2008-06-21T04:23:39.000000000,2008-06-21T04:27:17.000000000,3.180080856,3.290307226,13.18327415,1.746538705,0.065399009,-0.000402817,3.354426108,0.60719466,steering_angle
2.01E+13,2008-06-21T04:47:53.000000000,2008-06-21T05:43:20.000000000,3.154628068,2.945108411,66.05968197,5.270624786,0.008367961,-0.000468398,7.785815387,0.582079652,steering_angle
2.01E+13,2008-06-21T12:54:38.000000000,2008-06-21T12:57:51.000000000,0.969268661,0.728925288,7.577828458,1.395214765,-0.244966833,0.000111857,0.400948718,1.420613479,steering_angle
2.01E+13,2008-06-23T01:15:23.000000000,2008-06-23T01:30:08.000000000,4.605389212,1.934887584,57.06694028,7.752972781,0.038215607,0.00206789,17.96122605,1.68144311,steering_angle
2.01E+13,2008-06-24T04:48:06.000000000,2008-06-24T05:02:55.000000000,3.127360004,3.286846621,7.385136897,1.576995556,-0.056262093,-0.07225732,2.471334355,0.602884178,lane_change
2.01E+13,2008-06-24T05:50:08.000000000,2008-06-24T12:44:19.000000000,3.361628206,1.428945928,249.8067257,6.372075891,-0.005783107,0.01149217,17.70351818,1.064476263,steering_angle
2.01E+13,2008-06-24T15:10:12.000000000,2008-06-24T15:18:23.000000000,8.959909216,8.718321868,17.7565028,4.219716471,-0.038670092,-0.013576913,3.908703197,0.815028485,speed
2.01E+13,2008-06-25T02:54:13.000000000,2008-06-25T03:40:36.000000000,4.604552939,3.463788031,39.54615193,4.252705854,-0.049762518,0.023998009,5.411995274,0.892936205,steering_angle
2.01E+13,2008-06-25T10:05:24.000000000,2008-06-25T10:42:11.000000000,6.522117779,5.944976841,59.96185424,5.440623622,-0.011421101,0.029807223,19.63259545,1.625632715,speed
2.01E+13,2008-06-28T04:17:34.000000000,2008-06-28T04:21:57.000000000,8.265248497,7.342581401,33.83888479,4.754183513,0.132033427,-0.004921191,6.517282532,1.243571934,steering_angle
2.01E+13,2008-06-28T05:37:17.000000000,2008-06-28T05:46:42.000000000,4.658892459,3.128299318,13.02680864,4.099142345,0.004047034,0.01242461,2.118999848,0.752191535,steering_angle
2.01E+13,2008-06-28T12:48:07.000000000,2008-06-28T12:57:16.000000000,1.716740943,1.313989455,18.57768365,2.184973232,-0.031268418,0.030863358,2.938885588,0.713925678,steering_angle
2.01E+13,2008-06-29T02:01:42.000000000,2008-06-29T02:09:34.000000000,4.87547874,4.099985594,14.56505587,3.732255549,-0.039340576,0.012900045,2.702064756,0.822519014,steering_angle
2.01E+13,2008-07-01T10:09:55.000000000,2008-07-01T10:17:14.000000000,5.217446668,3.074458175,65.50764511,8.592119235,0.170792988,0.021232818,16.31240169,1.780252452,steering_angle
2.01E+13,2008-07-01T14:02:04.000000000,2008-07-01T14:03:40.000000000,7.144672305,5.321496138,48.40749443,8.02582757,0.509092517,0.287339957,10.58675502,2.443604568,steering_angle
2.01E+13,2008-07-03T09:56:01.000000000,2008-07-03T10:10:28.000000000,5.808274676,5.348760955,15.71744175,3.856632461,4.31E-05,0.026327781,1.396576126,0.671606568,steering_angle
2.01E+13,2008-07-03T12:27:22.000000000,2008-07-03T12:38:50.000000000,5.899399954,5.503458769,15.19056221,4.278993483,-0.042387582,0.041536018,1.349908134,0.654221718,steering_angle
2.01E+13,2008-07-06T10:53:19.000000000,2008-07-06T11:29:45.000000000,1.499287039,1.307579083,13.16378315,1.287284863,-0.00399048,0.010453683,2.909176595,0.488083815,lane_change
2.01E+13,2008-07-07T01:17:46.000000000,2008-07-07T01:21:56.000000000,8.558231408,9.039643228,14.83602465,3.873873956,0.074463284,0,3.641104894,0.809091786,steering_angle
2.01E+13,2008-07-07T02:38:42.000000000,2008-07-07T02:49:25.000000000,7.131749929,7.272750615,17.00209403,4.498310855,-0.038669492,-0.009921977,1.339321122,0.607297781,steering_angle
2.01E+13,2008-07-08T10:25:28.000000000,2008-07-08T10:34:18.000000000,4.670306849,3.88045734,13.78623107,3.529968781,-0.042050673,-0.002751128,1.933804018,0.661319237,steering_angle
2.01E+13,2008-07-09T13:31:36.000000000,2008-07-09T13:38:11.000000000,5.926569273,5.32607465,18.31119147,4.817896327,0.012374397,0.030002757,2.036808431,0.682208802,steering_angle
2.01E+13,2008-07-10T10:10:47.000000000,2008-07-10T10:32:37.000000000,3.986585546,2.766755622,14.01918821,3.453312008,0.001421769,0.015218273,2.369345996,0.53306916,steering_angle
2.01E+13,2008-07-10T13:39:37.000000000,2008-07-10T13:50:35.000000000,5.816185926,4.807264997,26.91477278,4.880386388,0.017051349,0.059872793,5.219701194,1.226868163,steering_angle
2.01E+13,2008-07-11T08:17:01.000000000,2008-07-11T08:27:48.000000000,6.907343537,6.957730664,14.77738824,4.094290076,-0.091233688,0.028621411,2.32103602,0.8700779,steering_angle
2.01E+13,2008-07-13T05:45:27.000000000,2008-07-13T05:51:53.000000000,3.175685741,2.191241581,12.72876055,2.825851289,0.025640657,0.024216427,3.869706555,0.765766429,steering_angle
2.01E+13,2008-07-13T06:48:01.000000000,2008-07-13T07:20:19.000000000,6.476068992,6.776664584,25.66142394,3.963020751,0.01303234,0.008496723,5.069221455,0.567701831,steering_angle
2.01E+13,2008-07-14T09:08:06.000000000,2008-07-14T09:17:15.000000000,4.493734185,3.648935815,13.16886795,3.197580725,-0.078053083,0.032016821,1.134764507,0.632020309,steering_angle
2.01E+13,2008-07-14T13:12:46.000000000,2008-07-14T13:20:10.000000000,8.258790089,8.992569551,20.59278072,4.040946911,-0.022950094,-0.018206453,3.589852632,0.878397188,steering_angle
2.01E+13,2008-07-14T13:24:23.000000000,2008-07-14T13:30:43.000000000,5.219605795,5.030894573,44.25264235,4.998775242,0.039957482,0.02361049,4.896127895,0.671694622,steering_angle
2.01E+13,2008-07-14T13:48:28.000000000,2008-07-14T13:50:07.000000000,11.02951664,8.70369213,40.65397733,7.55541079,0.44843809,-0.014308217,10.29218877,2.150096689,steering_angle
2.01E+13,2008-07-15T01:10:16.000000000,2008-07-15T01:18:13.000000000,8.513824739,9.135744562,15.97600807,4.479106774,0.035163491,0.045082292,2.436570383,0.569718159,speed
2.01E+13,2008-07-15T02:43:02.000000000,2008-07-15T02:52:44.000000000,8.092617803,8.122510375,16.25698159,3.981386197,0.019575433,0.037583588,1.360099739,0.586239428,speed
2.01E+13,2008-07-16T01:12:41.000000000,2008-07-16T01:24:43.000000000,6.75924737,6.332860059,16.15026188,4.761536077,0.046648737,0.018440014,1.586289374,0.583124527,speed
2.01E+13,2008-07-16T02:38:35.000000000,2008-07-16T02:48:22.000000000,7.672014562,7.378003146,17.1889417,4.369373397,0.031139091,0.10598104,1.565200706,0.651389709,speed
2.01E+13,2008-07-16T10:05:37.000000000,2008-07-16T10:20:59.000000000,5.049296872,4.801828848,15.14831486,3.318707003,-0.009341306,0.018710626,1.326801918,0.47126417,steering_angle
2.01E+13,2008-07-17T09:55:06.000000000,2008-07-17T10:07:47.000000000,1.241222107,1.113020771,3.960731157,0.67022802,0.001130091,0.001335853,1.419035694,0.269951801,steering_angle
2.01E+13,2008-07-19T04:09:38.000000000,2008-07-19T04:17:42.000000000,5.74442956,5.140819492,18.27322742,4.208969355,-0.01529839,-0.01674955,4.668064351,1.015448035,steering_angle
2.01E+13,2008-07-19T12:22:39.000000000,2008-07-19T12:40:16.000000000,4.335808078,3.327900016,15.89777662,3.419886001,-0.012532724,0.008723485,3.132079162,0.570371746,steering_angle
2.01E+13,2008-07-20T07:31:45.000000000,2008-07-20T07:39:46.000000000,6.388932365,7.14108918,13.95523683,4.586140559,-0.008476091,0.005216743,1.652261823,0.471719216,steering_angle
2.01E+13,2008-07-20T10:21:45.000000000,2008-07-20T10:32:44.000000000,1.749852011,1.395187569,16.85402531,2.047044923,-0.064726903,0.006378855,1.089065303,0.773089696,steering_angle
2.01E+13,2008-07-20T10:35:32.000000000,2008-07-20T10:48:58.000000000,7.214317407,7.83305088,18.13943191,3.941539098,-0.017185171,0.077321316,2.819416872,0.636139612,steering_angle
2.01E+13,2008-07-20T11:40:13.000000000,2008-07-20T12:09:05.000000000,6.806424167,7.268957405,25.45007776,4.164491263,-0.042014752,0.024362914,2.215808743,1.085488775,steering_angle
2.01E+13,2008-07-21T09:55:20.000000000,2008-07-21T10:26:09.000000000,5.075492451,3.077341412,41.04358387,5.721176406,0.010501281,0.007307275,5.778972048,0.877959531,speed
2.01E+13,2008-07-21T12:04:56.000000000,2008-07-21T12:08:47.000000000,5.788365583,2.943359517,49.64316713,10.50584107,-0.029184076,0.021340817,2.000153863,0.692032765,steering_angle
2.01E+13,2008-07-22T07:18:40.000000000,2008-07-22T07:57:30.000000000,4.258599293,2.114318604,31.56661654,4.233810586,0.018203996,0.006051496,6.365957631,0.669092469,speed
2.01E+13,2008-07-22T10:32:39.000000000,2008-07-22T10:45:30.000000000,6.145393909,6.390334483,16.88597277,4.592449064,0.040900688,0.023367393,3.90238576,0.717461258,steering_angle
2.01E+13,2008-07-22T11:47:13.000000000,2008-07-22T11:56:45.000000000,6.09088082,5.95434949,14.3169531,4.050025233,0.007953323,0.00695339,5.314678086,0.621034932,steering_angle
2.01E+13,2008-07-23T07:45:32.000000000,2008-07-23T07:51:58.000000000,6.986728399,7.447652315,15.7447581,3.569150443,-0.010392351,0.023633524,4.197541922,0.701018357,steering_angle
2.01E+13,2008-07-23T08:37:58.000000000,2008-07-23T08:43:30.000000000,5.241489586,3.592616774,14.11940632,5.003538215,-0.013561316,0.002791597,1.297147724,0.577999582,steering_angle
2.01E+13,2008-07-23T12:54:45.000000000,2008-07-23T13:02:00.000000000,4.135108259,2.954451673,13.37018793,3.504421238,-0.022608906,0.009081022,1.843355253,0.531387002,steering_angle
2.01E+13,2008-07-24T02:17:48.000000000,2008-07-24T02:32:29.000000000,2.331990851,1.180843974,15.67096395,3.205641847,0.005840087,0.007479917,2.221101353,0.430364809,steering_angle
2.01E+13,2008-07-24T02:47:47.000000000,2008-07-24T04:21:03.000000000,6.681118621,6.474326333,96.4904231,4.893739111,-0.016148931,0.060842465,47.35112045,1.760661117,steering_angle
2.01E+13,2008-07-26T09:29:37.000000000,2008-07-26T09:55:34.000000000,5.794645298,5.816320654,13.23972028,3.560930778,-0.018758026,0.021349014,3.104854983,0.519705216,steering_angle
2.01E+13,2008-07-26T10:58:17.000000000,2008-07-26T13:10:14.000000000,3.306150716,1.480917371,88.33035359,5.674263752,-0.003072559,0.005275383,7.21816629,1.08863721,steering_angle
2.01E+13,2008-07-27T01:11:11.000000000,2008-07-27T01:43:12.000000000,5.506993147,3.265779631,86.97320962,6.323277442,0.024170193,-0.003469644,40.6781049,2.179819378,steering_angle
2.01E+13,2008-07-27T23:00:12.000000000,2008-07-27T23:26:34.000000000,5.946136296,4.827983596,15.44208405,4.859590414,-0.005744242,0.040189214,1.554934189,0.494921451,steering_angle
2.01E+13,2008-07-28T07:21:01.000000000,2008-07-28T08:15:07.000000000,5.975710449,2.432297392,65.86485909,8.623235843,0.008250897,0.030207959,3.718467376,0.565761391,steering_angle
2.01E+13,2008-07-28T08:16:09.000000000,2008-07-28T10:26:12.000000000,4.596627463,2.792964418,19.74208429,4.06869486,-0.031001576,0.014223927,5.59362676,0.681117467,steering_angle
2.01E+13,2008-07-28T11:14:47.000000000,2008-07-28T12:13:14.000000000,6.356690221,5.735312779,50.67936199,4.925307881,-0.035157948,0.03156815,23.66289286,1.70436572,steering_angle
2.01E+13,2008-07-29T06:26:19.000000000,2008-07-29T06:47:04.000000000,3.659622195,2.500843707,10.89994743,3.066801375,-0.003715574,0.008085665,1.721723372,0.549231323,steering_angle
2.01E+13,2008-07-29T07:25:18.000000000,2008-07-29T10:16:13.000000000,7.86372464,8.575412718,67.43208069,4.396442141,-0.01242996,0.037245301,6.723803569,0.532905529,steering_angle
2.01E+13,2008-07-29T13:08:07.000000000,2008-07-29T15:09:11.000000000,7.57956593,8.250928923,16.88774193,4.136625229,-0.018798218,0.008068853,3.686050206,0.558963664,steering_angle
2.01E+13,2008-07-30T13:04:27.000000000,2008-07-30T14:35:18.000000000,5.819446336,5.370334959,42.5173945,4.803480409,-0.044479572,0.002135944,11.72144552,1.379548675,steering_angle
2.01E+13,2008-07-31T07:00:55.000000000,2008-07-31T07:13:18.000000000,3.69819859,1.889156472,22.25802236,4.092700492,-0.012901565,0.013350802,6.192319812,1.337957468,steering_angle
2.01E+13,2008-07-31T08:01:29.000000000,2008-07-31T09:58:17.000000000,7.033426236,6.914027617,52.32235268,4.875752587,-0.026306401,0.026349815,23.93819107,1.71877239,steering_angle
2.01E+13,2008-07-31T12:20:39.000000000,2008-07-31T14:29:42.000000000,6.377376958,6.513294093,130.8329808,5.332151523,-0.010204705,0.002074794,13.34912916,0.993149655,steering_angle
2.01E+13,2008-07-31T23:07:45.000000000,2008-07-31T23:45:59.000000000,5.919697991,2.946476846,47.70137753,6.057054105,0.049623768,0.012186241,22.01459472,1.582400657,steering_angle
2.01E+13,2008-08-01T07:31:54.000000000,2008-08-01T08:23:20.000000000,5.097774483,3.49384399,15.42288988,4.202594215,-0.027326447,0.009002561,4.122944222,0.562256961,steering_angle
2.01E+13,2008-08-01T09:44:34.000000000,2008-08-01T11:09:04.000000000,3.273671813,1.85752641,36.80346139,3.62637687,-0.023656673,-0.000365917,3.337585745,0.675839315,steering_angle
2.01E+13,2008-08-01T11:09:09.000000000,2008-08-01T12:01:13.000000000,8.478532342,7.973705568,24.24142858,7.014737353,-0.004593155,0.017402516,4.509051432,0.61916757,steering_angle
2.01E+13,2008-08-02T08:21:00.000000000,2008-08-02T09:00:38.000000000,0.97454964,0.841854598,11.68614024,1.057562692,0.003738677,-0.001575409,3.90513627,0.383587491,lane_change
2.01E+13,2008-08-02T10:54:41.000000000,2008-08-02T12:54:46.000000000,6.698787572,3.532497776,57.19021708,6.845835131,0.017810309,0.005947282,15.85867893,1.159633529,steering_angle
2.01E+13,2008-08-03T06:12:44.000000000,2008-08-03T10:55:01.000000000,6.984816391,7.397871517,22.30290266,3.868970217,-0.021801622,0.015762806,6.491041404,0.620997606,steering_angle
2.01E+13,2008-08-04T06:54:58.000000000,2008-08-04T07:48:44.000000000,5.076578469,3.700498925,18.60129275,4.163766577,-0.039396995,-0.002506942,2.928493874,0.551624495,steering_angle
2.01E+13,2008-08-04T08:36:33.000000000,2008-08-04T09:45:32.000000000,4.610631908,3.808355204,18.48635417,3.474423067,-0.055984137,-0.024483678,5.92700791,0.912907345,steering_angle
2.01E+13,2008-08-04T10:26:35.000000000,2008-08-04T11:35:12.000000000,3.208699654,1.946972236,54.8082666,4.174425773,-0.015027053,0.009158105,9.272577359,1.459654837,steering_angle
2.01E+13,2008-08-04T22:52:39.000000000,2008-08-04T23:37:33.000000000,4.335453388,2.079942664,23.41680951,4.226886236,0.011284295,0.003450287,2.328189244,0.485864382,steering_angle
2.01E+13,2008-08-05T03:49:12.000000000,2008-08-05T11:42:14.000000000,7.62530442,7.251420348,51.18816925,5.43576305,0.010477545,0.026898495,9.199353024,0.707425334,steering_angle
2.01E+13,2008-08-06T10:36:09.000000000,2008-08-06T10:50:22.000000000,5.696060624,4.914964315,14.81973721,4.227190033,-0.015752173,0.024554743,3.191162238,0.661788611,steering_angle
2.01E+13,2008-08-06T11:25:52.000000000,2008-08-06T12:00:33.000000000,5.097221045,2.993930313,50.55517211,5.927557201,0.003688651,-0.012355767,17.41937608,2.178007942,steering_angle
2.01E+13,2008-08-07T05:57:04.000000000,2008-08-07T08:46:59.000000000,1.479329742,0.972650684,19.69622595,1.902763383,0.000361561,-8.77E-05,5.263983348,0.33471993,steering_angle
2.01E+13,2008-08-07T11:07:24.000000000,2008-08-07T14:43:50.000000000,4.080748862,1.864683305,35.62263175,4.288156305,0.002434225,-1.07E-09,11.73657722,0.924156035,steering_angle
2.01E+13,2008-08-08T22:13:09.000000000,2008-08-09T00:05:40.000000000,7.891952651,6.304470767,62.29646384,7.17401381,-0.000685763,0.016529559,17.37860256,1.399516861,steering_angle
2.01E+13,2008-08-09T00:05:43.000000000,2008-08-09T00:15:57.000000000,1.630644591,1.352446416,34.55559848,2.57302593,-0.036133331,-0.031605651,0.671417164,0.338679064,steering_angle
2.01E+13,2008-08-09T00:19:00.000000000,2008-08-09T00:21:21.000000000,1.55650769,1.542004239,3.963009496,0.858570082,-0.037847179,-0.006589513,0.747445023,0.522831828,lane_change
2.01E+13,2008-08-09T07:32:35.000000000,2008-08-09T08:14:57.000000000,4.447273551,2.544145923,84.97204328,5.164373481,-0.017113786,-0.002134275,5.722421889,0.609384086,steering_angle
2.01E+13,2008-08-10T03:02:21.000000000,2008-08-10T03:13:27.000000000,5.709499229,5.364825495,17.72038779,4.0526179,0.0111548,-0.015642092,6.349001143,1.119811968,steering_angle
2.01E+13,2008-08-10T03:13:32.000000000,2008-08-10T09:51:50.000000000,5.353332815,4.813768029,37.45024815,4.209751853,-0.018934431,0.034906248,6.80767772,0.668261192,steering_angle
2.01E+13,2008-08-11T05:41:40.000000000,2008-08-11T09:12:07.000000000,3.187271212,1.460441098,74.10047477,3.867924092,-0.023452483,0.000112417,17.03270549,0.919394236,steering_angle
2.01E+13,2008-08-11T12:28:50.000000000,2008-08-11T14:55:02.000000000,5.993748401,6.014309638,36.95472914,4.345433655,-0.017703289,0.008804048,13.74510956,0.795244206,steering_angle
2.01E+13,2008-08-12T04:01:34.000000000,2008-08-12T04:37:49.000000000,3.043903353,1.621190563,15.68344675,3.205246474,-0.025067852,-0.003809134,2.509310407,0.494006228,steering_angle
2.01E+13,2008-08-12T08:58:45.000000000,2008-08-12T11:29:21.000000000,6.015993429,5.201124117,52.29100538,5.215871467,-0.037036824,0.004893585,16.54058349,1.694096948,steering_angle
2.01E+13,2008-08-12T12:09:10.000000000,2008-08-12T14:18:16.000000000,7.076247957,6.888590172,45.49079828,4.892366338,-0.023351639,5.52E-06,12.36594296,1.116245035,steering_angle
2.01E+13,2008-08-12T14:18:21.000000000,2008-08-12T14:42:37.000000000,6.033025709,4.169540953,46.08469089,6.11601859,-0.028099702,-0.004169626,16.96343898,2.013945251,steering_angle
2.01E+13,2008-08-12T23:06:41.000000000,2008-08-12T23:36:45.000000000,2.244286446,1.734523214,21.35808984,2.603890247,-0.076456612,0.013131205,3.072970213,1.114647084,steering_angle
2.01E+13,2008-08-13T07:45:46.000000000,2008-08-13T10:31:39.000000000,5.335914769,5.271700929,21.61243381,3.334697354,-0.025180795,-0.001070596,7.67263978,0.602349362,steering_angle
2.01E+13,2008-08-13T22:33:34.000000000,2008-08-13T23:15:03.000000000,5.373329692,5.384714613,28.9189759,3.819544574,-0.011265179,0.029553567,8.603881316,0.783149806,steering_angle
2.01E+13,2008-08-14T11:18:29.000000000,2008-08-14T12:02:07.000000000,2.361170345,1.441555318,26.44919591,2.928656955,0.008222798,0.008693053,5.40733463,0.77547845,steering_angle
2.01E+13,2008-08-14T21:14:24.000000000,2008-08-14T21:36:38.000000000,7.650974259,5.603649468,27.40739288,6.675578189,0.017843895,0.038140041,4.882498221,0.635255143,steering_angle
2.01E+13,2008-08-15T07:58:32.000000000,2008-08-15T08:25:42.000000000,6.374828141,4.407092093,26.84463875,6.403978341,0.005246863,0.004495182,1.847450117,0.443723731,steering_angle
2.01E+13,2008-08-15T10:10:56.000000000,2008-08-15T10:53:19.000000000,1.990397166,1.073746564,75.57150734,4.30800939,0.046660587,0.002135332,35.99179955,1.754114867,steering_angle
2.01E+13,2008-08-15T21:17:42.000000000,2008-08-15T21:33:15.000000000,7.246291111,5.152684867,24.06579342,6.696150935,0.007100259,0.027197917,5.616352999,0.658568333,steering_angle
2.01E+13,2008-08-16T07:52:17.000000000,2008-08-16T08:24:58.000000000,5.698580551,3.900831599,23.67103932,5.419550236,0.0039146,0.008646541,2.238262455,0.383265641,steering_angle
2.01E+13,2008-08-16T09:56:53.000000000,2008-08-16T10:42:22.000000000,3.28822082,1.833519192,65.96265764,5.265138672,-0.166489758,0.022603528,21.62118361,3.107447398,steering_angle
2.01E+13,2008-08-16T20:52:18.000000000,2008-08-16T21:27:32.000000000,5.974651015,3.805654397,22.87789973,6.11036908,0.003180756,0.001011512,1.711575713,0.421379291,steering_angle
2.01E+13,2008-08-16T21:44:54.000000000,2008-08-16T21:48:51.000000000,4.462255205,2.250211357,45.06147214,6.329500968,0.265623696,-0.024865923,16.84198767,2.203719741,steering_angle
2.01E+13,2008-08-17T06:22:25.000000000,2008-08-17T06:54:43.000000000,3.986709834,2.261448629,14.42779673,3.463453319,-0.021383432,-0.007780654,3.725808538,0.594275878,steering_angle
2.01E+13,2008-08-17T08:28:37.000000000,2008-08-17T09:03:55.000000000,3.543341569,1.712605522,24.85668642,3.786052294,0.02019633,0.005097975,10.56073278,0.818617063,steering_angle
2.01E+13,2008-08-17T20:59:18.000000000,2008-08-17T21:30:11.000000000,8.352583984,6.446578937,26.051727,6.385259479,0.053738919,0.0361087,4.951390408,0.608157588,steering_angle
2.01E+13,2008-08-17T21:30:14.000000000,2008-08-17T21:32:50.000000000,1.803728352,1.082693704,21.57808089,3.20791784,-0.141792238,-0.030170525,0.592423551,0.613191176,steering_angle
2.01E+13,2008-08-18T07:30:49.000000000,2008-08-18T08:15:40.000000000,6.143698525,3.458249657,22.95105859,6.391580302,0.000542168,-0.003519262,4.760620908,0.650019636,steering_angle
2.01E+13,2008-08-18T11:36:40.000000000,2008-08-18T13:12:24.000000000,6.535311243,6.040487759,110.7862636,5.53796712,0.011938936,2.35E-07,28.90902167,1.59155418,steering_angle
2.01E+13,2008-08-18T21:12:49.000000000,2008-08-18T21:44:23.000000000,5.525311743,3.210002961,28.43511422,5.602842469,0.00660763,0.001186148,3.338741618,0.635637551,steering_angle
2.01E+13,2008-08-19T07:23:25.000000000,2008-08-19T07:51:57.000000000,5.408563149,2.73337921,25.00899569,5.782051326,-0.01207203,0.000123483,8.072190034,0.839472119,steering_angle
2.01E+13,2008-08-19T09:17:55.000000000,2008-08-19T12:35:15.000000000,2.565561576,1.319520633,426.3347317,12.12253224,0.017863324,0.005350249,36.84297063,1.329643903,steering_angle
2.01E+13,2008-08-20T02:31:30.000000000,2008-08-20T08:44:14.000000000,4.059749789,2.005761761,43.18643053,4.348046928,-0.017513648,0.004320243,18.83149238,0.9347891,steering_angle
2.01E+13,2008-08-20T08:44:21.000000000,2008-08-20T08:52:12.000000000,10.36953806,9.928123398,27.76156,5.131038735,0.037372101,-0.130221509,11.79077633,2.072603699,steering_angle
2.01E+13,2008-08-20T11:09:00.000000000,2008-08-20T11:44:11.000000000,5.84338097,1.622352524,39.90170949,9.314747366,0.170481644,0.036991902,8.250418887,1.030635439,steering_angle
